User_Id,Location,Age,Place_Id,Place_Ratings,Place_Name,Description,Category,City,Price,Rating,Time_Minutes,Coordinate,Lat,Long
4,"Bekasi, Jawa Barat",21,406,3,Kebun Bibit Wonorejo,"Meskipun namanya kebun bibit, namun kawasan ini rasanya lebih cocok disebut sebagai taman. Kawasan Kebun Bibit Wonorejo ini terbagi menjadi 2 bagian, yaitu Taman Aktif dan Taman Pasif yang total keduanya mempunyai luas sebesar 5.9 hektare. Cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem. Selain mall, taman kota di Surabaya seperti Kebun Bibit Wonorejo ini juga pilihan yang tepat. Pengunjung akan dimanjakan dengan udara sejuk. Hal ini karena banyaknya pepohonan yang menjulang tinggi.",Cagar Alam,Surabaya,0,4.4,30.0,"{'lat': -7.312365499999999, 'lng': 112.7889021}",-7.3123655,112.7889021
5,"Lampung, Sumatera Selatan",20,421,4,Museum Kesehatan Dr. Adhyatma,"Museum Kesehatan Dr. Adhyatma, MPH adalah museum kesehatan yang dirintis Pemerintah indonesia melalui Departemen Kesehatan pada tanggal 16 Desember 2003. Museum Kesehatan Puslitbang Pelayanan dan Tehnologi kesehatan (PUSLITBANG YANTEKKES) diresmikan oleh Menteri Kesehatan pada tanggal 14 September 2004, sehingga diberi nama Museum Kesehatan Dr. Adhyatma, MPH.Museum Kesehatan Dr. Adhyatma, MPH, berlokasi di Jl. Indrapura 17 Surabaya Jawa Timur.",Budaya,Surabaya,10000,4.4,0.0,"{'lat': -7.240327999999999, 'lng': 112.731431}",-7.240328,112.731431
5,"Lampung, Sumatera Selatan",20,436,5,Taman Flora Bratang Surabaya,Taman Flora adalah salah satu taman kota di Surabaya yang merupakan fasilitas publik dari Pemkot setempat. Sehingga tempat ini memang sengaja dibuat untuk dinikmati oleh khalayak umum. Karena taman ini merupakan fasilitas publik yang didirikan oleh Pemkot Surabaya maka bagi siapa saja jika ingin memanfaatkan taman kota ini tidak perlu membayar tiket masuk alias gratis.,Taman Hiburan,Surabaya,0,4.6,0.0,"{'lat': -7.294330299999999, 'lng': 112.7617534}",-7.2943303,112.7617534
5,"Lampung, Sumatera Selatan",20,395,2,Taman Prestasi,"Taman Prestasi Surabaya merupakan salah satu taman yang begitu terkenal di Kota Pahlawan dan banyak dikunjungi, sehingga tak heran jika menjadi tempat favorit bagi keluarga terutama pada saat weekend. di tempat lain juga ada loh nama stadion dan taman yang sama persis dengan yang di Surabaya ini, di Bontang, Kaltim yang punya Stadion dengan nama stadion “Taman Prestasi”. Jalan Ahmad Yani, Sukarasa, Kota Tangerang, Banten 15111, juga ada sebuah taman bernama “Taman Prestasi” persis bukan? Di Jogja juga ada sebuah taman yang serupa bernama “Taman Pintar”.",Taman Hiburan,Surabaya,0,4.6,0.0,"{'lat': -7.2614722, 'lng': 112.7428284}",-7.2614722,112.7428284
5,"Lampung, Sumatera Selatan",20,434,4,Taman Bungkul,"Taman Bungkul adalah taman wisata kota yang terletak di pusat kota Surabaya, tepatnya di Jalan Raya Darmo. Taman ini berdiri di area seluas 900 meter persegi. Dilengkapi berbagai fasilitas penunjang, seperti amfiteater berdiameter 33 meter, lajur joging, lahan papan luncur, taman bermain anak-anak, air mancur, dan pujasera. Selain itu, taman ini juga dilengkapi akses internet nirkabel yang terbuka untuk umum sehingga siapapun bisa mengakses internet selama di taman ini. Letaknya yang berada di jantung Kota Surabaya membuat taman ini tidak hanya berfungsi sebagai lahan hijau saja, tetapi juga sebagai destinasi wisata yang populer di Surabaya.",Taman Hiburan,Surabaya,0,4.6,0.0,"{'lat': -7.291346799999999, 'lng': 112.7398218}",-7.2913468,112.7398218
5,"Lampung, Sumatera Selatan",20,397,5,Taman Kunang-Kunang,"Taman Kunang – Kunang di Surabaya ini mempunyai luas 400 meter persegi dan Taman Kunang – Kunang di Surabaya ini diresmikan oleh walikota Surabaya, Ibu Tri Rismaharini pada hari sabtu 28 Oktober 2010. Lokasi Taman Kunang – Kunang di Surabaya ini terletak di Jalan Panjaringan Timur, Panjaringan Sari, Kecamatan Rungkut, Kota Surabaya. Taman Kunang – Kunang di Surabaya ini letaknya persis berada di antara dua bangunan rumah susun dan terdapat tulisan “Taman Kunang – Kunang,” dengan latar belakang putih. Taman Kunang – Kunang di Surabaya mempunyai banyak fasilitas publik yang cukup lengkap diantaranya adalah lapangan futsal, lapangan basket, dan area bermain untuk anak – anak. Taman Kunang – Kunang di Surabaya ini telah menjadi kawasan bermain di Surabaya untuk semua kalangan, mulai dari anak – anak, remaja, maupun dewasa. Bahkan Taman Kunang – Kunang di Surabaya ini juga tidak jarang dikunjungi oleh para lansia.",Taman Hiburan,Surabaya,0,4.4,45.0,"{'lat': -7.318220199999999, 'lng': 112.7842405}",-7.3182202,112.7842405
5,"Lampung, Sumatera Selatan",20,407,3,Taman Ekspresi Dan Perpustakaan,"Taman Ekspresi Surabaya tidak hanya menyuguhkan taman yang rindang dan asri. Taman di Jalan Gentengkali ini juga punya fasilitas penunjang berupa perpustakaan di sisi barat. Perpustakaan yang dikelola Dinas Perpustakaan dan Kearsipan Kota Surabaya tersebut memiliki 3.412 koleksi buku. Buku-buku yang ada di perpustakaan sangat lengkap dan baru, dari cetakan 2009 sampai terbaru 2019. Mulai buku bahasa, filsafat, psikologi, agama, matematika, ilmu alam, ilmu sosial, keluarga, teknologi, seni, sastra, geografis, sejarah, hingga bacaan untuk anak-anak.",Taman Hiburan,Surabaya,0,4.5,45.0,"{'lat': -7.2573072, 'lng': 112.7437199}",-7.2573072,112.7437199
5,"Lampung, Sumatera Selatan",20,433,4,Museum Mpu Tantular,"Museum Negeri Mpu Tantular adalah sebuah museum negeri yang berlokasi di kecamatan Buduran, Sidoarjo, Jawa Timur. Awalnya, museum ini bernama Stedelijk Historisch Museum Soerabaia, didirikan oleh Godfried von Faber pada tahun 1933 dan diresmikan pada tanggal 25 Juli 1937. Saat ini, museum ini dikelola oleh Unit Pelaksana Teknis pada Departemen Kebudayaan dan Pariwisata.",Budaya,Surabaya,2000,4.4,45.0,"{'lat': -7.4338593, 'lng': 112.7199058}",-7.4338593,112.7199058
5,"Lampung, Sumatera Selatan",20,420,3,Surabaya Museum (Gedung Siola),"Saat ini Museum Surabaya Siola menjelma menjadi sebuah destinasi wisata sejarah yang unik dan menarik untuk dikunjungi. Bukan hanya menyuguhkan cerita masa lampau yang ditampilkan dengan berbagai macam bentuk, Museum Surabaya Siola juga menjadi tempat incaran untuk berburu foto. Bagi pengunjung yang ingin mendatangi Museum Surabaya Siola ini maka tidak harus membayar tiket masuk alias gratis. Siapa saja boleh masuk kedalam Museum Surabaya Siola, karena tempat ini terbuka untuk semua kalangan mulai dari anak-anak sampai dewasa. Manjajal Museum Surabaya untuk dijadikan sebagai destinasi wisata akhir pekanmu sepertinya tidak ada salahnya. Selain bisa mempelajari sejarah Kota Pahlawan, kamu pun akan mendapatkan ilmu pengetahuan yang bermanfaat.",Budaya,Surabaya,0,4.5,45.0,"{'lat': -7.256297200000001, 'lng': 112.7379955}",-7.2562972,112.7379955
6,"Jakarta Utara, DKI Jakarta",18,433,4,Museum Mpu Tantular,"Museum Negeri Mpu Tantular adalah sebuah museum negeri yang berlokasi di kecamatan Buduran, Sidoarjo, Jawa Timur. Awalnya, museum ini bernama Stedelijk Historisch Museum Soerabaia, didirikan oleh Godfried von Faber pada tahun 1933 dan diresmikan pada tanggal 25 Juli 1937. Saat ini, museum ini dikelola oleh Unit Pelaksana Teknis pada Departemen Kebudayaan dan Pariwisata.",Budaya,Surabaya,2000,4.4,45.0,"{'lat': -7.4338593, 'lng': 112.7199058}",-7.4338593,112.7199058
6,"Jakarta Utara, DKI Jakarta",18,398,5,Taman Buah Surabaya,"Wisata Taman Buah Undaan di Surabaya adalah salah satu tempat wisata yang berada di blok m suturejo utara, kabupaten surabaya, provinsi jawa timur, negara indonesia. Wisata Taman Buah Undaan di Surabaya adalah tempat wisata yang ramai dengan wisatawan pada hari biasa maupun hari liburan. Tempat ini sangat indah dan bisa memberikan sensasi yang berbeda dengan aktivitas kita sehari hari. Wisata Taman Buah Undaan di Surabaya memiliki pesona keindahan yang sangat menarik untuk dikunjungi. Sangat di sayangkan jika anda berada di kota surabaya tidak mengunjungi wisata taman yang mempunyai keindahan yang tiada duanya tersebut. Wisata Taman Buah Undaan di Surabaya sangat cocok untuk mengisi kegiatan liburan anda, apalagi saat liburan panjang seperti libur nasional, ataupun hari ibur lainnya. Keindahan Wisata Taman Buah Undaan di Surabaya ini sangatlah baik bagi anda semua yang berada di dekat atau di kejauhan untuk merapat mengunjungi tempat Wisata Taman Buah Undaan di Surabaya di kota surabaya.",Taman Hiburan,Surabaya,0,4.1,30.0,"{'lat': -7.266213899999999, 'lng': 112.795281}",-7.2662139,112.795281
6,"Jakarta Utara, DKI Jakarta",18,393,2,Taman Harmoni Keputih,"Tempat tersebut ialah Taman Hatmoni Keputih Surabaya yang memiliki segudang koleksi bunga warna-warni. Dulunya tempat ini merupakan lokasi pembuangan sampah atau TPA, namun kini bertransformasi menjadi sebuah wisata taman yang sangat cantik. Bukan hanya cantik, namun bunga-bunga yang bermekaran di Taman Harmoni terlihat sangat instagramable, sehingga tak heran jika mayoritas pengunjung tempat ini merupakan para kaum kawula muda penggiat sosial media. Lantas berapa sih budget untuk memasuki kawasan Taman Harmoni Surabaya ini? Kamu nggak perlu khawatir, karena harga tiket masuk Taman Harmoni Keputih Surabaya ini gratis. Kamu hanya perlu menyiapkan kocek untuk membayar karcis parkir saja.",Cagar Alam,Surabaya,0,4.4,60.0,"{'lat': -7.2952211, 'lng': 112.8035603}",-7.2952211,112.8035603
6,"Jakarta Utara, DKI Jakarta",18,410,2,Ciputra Waterpark,"Ciputra Waterpark Surabaya – Bermain air di waterpark memang bisa menjadi alternatif rekreasi kaum urban di berbagai kota besar. Tidak hanya Jakarta, Surabaya sebagai salah satu kota metropolis di Indonesia juga sudah mulai bergeliat membangun tempat rekreasi keluarga. Salah satunya waterpark yang bisa menjadi tujuan wisata keluarga adalah Ciputra Waterpark Surabaya. Berlokasi di Waterpark Boulevard, Citraland “The Singapore of Surabaya”, Surabaya, waterpark yang berdiri di areal seluas 5 hektar menawarkan beragam aktivitas dan atraksi menarik. Tidak salah jika waterpark yang satu ini mengklaim sebagai water attraction terbesar Indonesia.",Taman Hiburan,Surabaya,95000,4.3,90.0,"{'lat': -7.2861707, 'lng': 112.6333338}",-7.2861707,112.6333338
8,"Bandung, Jawa Barat",40,393,5,Taman Harmoni Keputih,"Tempat tersebut ialah Taman Hatmoni Keputih Surabaya yang memiliki segudang koleksi bunga warna-warni. Dulunya tempat ini merupakan lokasi pembuangan sampah atau TPA, namun kini bertransformasi menjadi sebuah wisata taman yang sangat cantik. Bukan hanya cantik, namun bunga-bunga yang bermekaran di Taman Harmoni terlihat sangat instagramable, sehingga tak heran jika mayoritas pengunjung tempat ini merupakan para kaum kawula muda penggiat sosial media. Lantas berapa sih budget untuk memasuki kawasan Taman Harmoni Surabaya ini? Kamu nggak perlu khawatir, karena harga tiket masuk Taman Harmoni Keputih Surabaya ini gratis. Kamu hanya perlu menyiapkan kocek untuk membayar karcis parkir saja.",Cagar Alam,Surabaya,0,4.4,60.0,"{'lat': -7.2952211, 'lng': 112.8035603}",-7.2952211,112.8035603
8,"Bandung, Jawa Barat",40,395,5,Taman Prestasi,"Taman Prestasi Surabaya merupakan salah satu taman yang begitu terkenal di Kota Pahlawan dan banyak dikunjungi, sehingga tak heran jika menjadi tempat favorit bagi keluarga terutama pada saat weekend. di tempat lain juga ada loh nama stadion dan taman yang sama persis dengan yang di Surabaya ini, di Bontang, Kaltim yang punya Stadion dengan nama stadion “Taman Prestasi”. Jalan Ahmad Yani, Sukarasa, Kota Tangerang, Banten 15111, juga ada sebuah taman bernama “Taman Prestasi” persis bukan? Di Jogja juga ada sebuah taman yang serupa bernama “Taman Pintar”.",Taman Hiburan,Surabaya,0,4.6,0.0,"{'lat': -7.2614722, 'lng': 112.7428284}",-7.2614722,112.7428284
8,"Bandung, Jawa Barat",40,433,4,Museum Mpu Tantular,"Museum Negeri Mpu Tantular adalah sebuah museum negeri yang berlokasi di kecamatan Buduran, Sidoarjo, Jawa Timur. Awalnya, museum ini bernama Stedelijk Historisch Museum Soerabaia, didirikan oleh Godfried von Faber pada tahun 1933 dan diresmikan pada tanggal 25 Juli 1937. Saat ini, museum ini dikelola oleh Unit Pelaksana Teknis pada Departemen Kebudayaan dan Pariwisata.",Budaya,Surabaya,2000,4.4,45.0,"{'lat': -7.4338593, 'lng': 112.7199058}",-7.4338593,112.7199058
9,"Surabaya, Jawa Timur",38,402,3,Food Junction Grand Pakuwon,"Food Junction Grand Pakuwon sebetulnya merupakan suatu pujasera dengan konsep yang sedikit berbeda dengan tempat lainnya. Tempatnya yang terletak di area Tandes, Surabaya Barat (strategis dengan suasana romantis dan unik) dimana jika dari arah pusat kota hanya membutuhkan waktu 20 menit untuk sampai ke lokasi. Sehingga tidak heran apabila banyak warga Surabaya yang menghabiskan waktu sore hari ditempat ini.",Pusat Perbelanjaan,Surabaya,0,4.5,120.0,"{'lat': -7.251022000000003, 'lng': 112.6620053}",-7.251022,112.6620053
9,"Surabaya, Jawa Timur",38,406,4,Kebun Bibit Wonorejo,"Meskipun namanya kebun bibit, namun kawasan ini rasanya lebih cocok disebut sebagai taman. Kawasan Kebun Bibit Wonorejo ini terbagi menjadi 2 bagian, yaitu Taman Aktif dan Taman Pasif yang total keduanya mempunyai luas sebesar 5.9 hektare. Cuaca panas yang bikin gerah memang paling enak didinginkan dengan berkunjung ke tempat adem. Selain mall, taman kota di Surabaya seperti Kebun Bibit Wonorejo ini juga pilihan yang tepat. Pengunjung akan dimanjakan dengan udara sejuk. Hal ini karena banyaknya pepohonan yang menjulang tinggi.",Cagar Alam,Surabaya,0,4.4,30.0,"{'lat': -7.312365499999999, 'lng': 112.7889021}",-7.3123655,112.7889021
9,"Surabaya, Jawa Timur",38,402,3,Food Junction Grand Pakuwon,"Food Junction Grand Pakuwon sebetulnya merupakan suatu pujasera dengan konsep yang sedikit berbeda dengan tempat lainnya. Tempatnya yang terletak di area Tandes, Surabaya Barat (strategis dengan suasana romantis dan unik) dimana jika dari arah pusat kota hanya membutuhkan waktu 20 menit untuk sampai ke lokasi. Sehingga tidak heran apabila banyak warga Surabaya yang menghabiskan waktu sore hari ditempat ini.",Pusat Perbelanjaan,Surabaya,0,4.5,120.0,"{'lat': -7.251022000000003, 'lng': 112.6620053}",-7.251022,112.6620053
9,"Surabaya, Jawa Timur",38,417,4,Klenteng Sanggar Agung,"Kelenteng Sanggar Agung atau Klenteng Hong San Tang adalah sebuah klenteng di Kota Surabaya. Alamatnya berada di Jalan Sukolilo Nomor 100, Pantai Ria Kenjeran, Surabaya. Kuil ini, selain menjadi tempat ibadah bagi pemeluk Tridharma, juga menjadi tempat tujuan wisata bagi para wisatawan. Klenteng ini dibuka pada tahun 1999.\nCiri khas dari klenteng ini adalah sebuah patung Kwan Im setinggi 20 meter yang terletak di tepi laut. Klenteng ini dipersembahkan kepada Nan Hai Guan Shi Yin Pu Sa atau Bodhisatwa Kwan Im Laut Selatan. Patung ini dibangun setelah seorang karyawan Sanggar Agung melihat sesosok wanita berjubah putih berjalan di atas air pada saat ia sedang menutup Klenteng di malam hari. Penampakan tersebut dipercaya sebagai penampakan Kwan Im sendiri. Ikon lain dari Sanggar Agung adalah patung Phra Phrom raksasa berlapis emas.",Budaya,Surabaya,10000,4.5,0.0,"{'lat': -7.246944, 'lng': 112.802222}",-7.246944,112.802222
9,"Surabaya, Jawa Timur",38,403,3,Taman Barunawati,"Taman Barunawati yang lokasinya berada di kota Surabaya bagian utara. Taman yang satu ini bisa menjadi referensi untuk dikunjungi karena cukup recommended terutama bagi warga Surabaya atau bahkan warga luar Surabaya. Layaknya taman pada umumnya, memanglah menjadi tempat berlibur yang paling murah namun ada manfaat tersendiri yang bisa dirasakan oleh pengunjung seperti pikiran jadi tenang. Selain itu kita juga bisa mengajak anak atau anggota keluarga yang masih kecil untuk sekedar bermain di playground yang ada di dalam Taman Barunawati. Taman yang diresmikan pada 9 Oktober 2019 itu sekarang kondisinya nampak indah dan asri sehingga dapat mengalihkan perhatian bagi siapa saja yang melewati jalan Perak Barat Surabaya. Berkunjung ke taman ini pun kita tidak perlu merogoh kocek sepeser pun, namun pengunjung masih dapat menikmati pemandangan dan semua fasilitas yang ada di dalamnya.",Taman Hiburan,Surabaya,0,4.2,30.0,"{'lat': -7.222055899999998, 'lng': 112.7319967}",-7.2220559,112.7319967
9,"Surabaya, Jawa Timur",38,420,5,Surabaya Museum (Gedung Siola),"Saat ini Museum Surabaya Siola menjelma menjadi sebuah destinasi wisata sejarah yang unik dan menarik untuk dikunjungi. Bukan hanya menyuguhkan cerita masa lampau yang ditampilkan dengan berbagai macam bentuk, Museum Surabaya Siola juga menjadi tempat incaran untuk berburu foto. Bagi pengunjung yang ingin mendatangi Museum Surabaya Siola ini maka tidak harus membayar tiket masuk alias gratis. Siapa saja boleh masuk kedalam Museum Surabaya Siola, karena tempat ini terbuka untuk semua kalangan mulai dari anak-anak sampai dewasa. Manjajal Museum Surabaya untuk dijadikan sebagai destinasi wisata akhir pekanmu sepertinya tidak ada salahnya. Selain bisa mempelajari sejarah Kota Pahlawan, kamu pun akan mendapatkan ilmu pengetahuan yang bermanfaat.",Budaya,Surabaya,0,4.5,45.0,"{'lat': -7.256297200000001, 'lng': 112.7379955}",-7.2562972,112.7379955
9,"Surabaya, Jawa Timur",38,416,4,Keraton Surabaya,"Kawasan yang berjuluk Kampung Keraton ini terdiri dari empat gang. Gang ini rata-rata berukuran sempit, lebarnya 2 hingga 3 meter. Saking sempitnya, pengendara sepeda motor terkadang turun dari kendaraan dan harus berjalan kaki. Sementara, panjang jalan sekitar 200 meter. Memang, tak banyak sisa peninggalan Keraton Surabaya ini. Yang tampak kini adalah sisa bangunan peninggalan kolonial Belanda. Kampung Keraton saat ini merupakan salah satu kawasan perdagangan yang sangat ramai di Surabaya, utamanya di Jalan Kramat Gantung. Segala macam kebutuhan rumah tangga dijual di jalan ini.",Budaya,Surabaya,0,4.4,0.0,"{'lat': -7.256755299999998, 'lng': 112.7942203}",-7.2567553,112.7942203
